"PATHWAY_ID","PATHWAY_NAME","GENE_ID","GENE_SYMBOL"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",28834,"IGLC7"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",28901,"IGKV1D-16"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",28907,"IGKV5-2"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",28908,"IGKV4-1"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",28912,"IGKV3-20"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",28913,"IGKV3-15"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",28914,"IGKV3-11"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",28915,"IGKV3-7"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",28919,"IGKV2-30"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",28930,"IGKV1-39"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",29760,"BLNK"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",30011,"SH3KBP1"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",53358,"SHC3"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",54106,"TLR9"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",55824,"PAG1"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",63928,"CHP2"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",81793,"TLR10"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",84433,"CARD11"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",84876,"ORAI1"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",118788,"PIK3AP1"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",225689,"MAPK15"
"bioplanet_489","Antigen-activated B-cell receptor generation of second messengers",399694,"SHC4"
"bioplanet_49","4-1BB-dependent immune response",1147,"CHUK"
"bioplanet_49","4-1BB-dependent immune response",1386,"ATF2"
"bioplanet_49","4-1BB-dependent immune response",1432,"MAPK14"
"bioplanet_49","4-1BB-dependent immune response",3458,"IFNG"
"bioplanet_49","4-1BB-dependent immune response",3551,"IKBKB"
"bioplanet_49","4-1BB-dependent immune response",3558,"IL2"
"bioplanet_49","4-1BB-dependent immune response",3565,"IL4"
"bioplanet_49","4-1BB-dependent immune response",3604,"TNFRSF9"
"bioplanet_49","4-1BB-dependent immune response",3725,"JUN"
"bioplanet_49","4-1BB-dependent immune response",4214,"MAP3K1"
"bioplanet_49","4-1BB-dependent immune response",4217,"MAP3K5"
"bioplanet_49","4-1BB-dependent immune response",4790,"NFKB1"
"bioplanet_49","4-1BB-dependent immune response",4792,"NFKBIA"
"bioplanet_49","4-1BB-dependent immune response",5599,"MAPK8"
"bioplanet_49","4-1BB-dependent immune response",5606,"MAP2K3"
"bioplanet_49","4-1BB-dependent immune response",5608,"MAP2K6"
"bioplanet_49","4-1BB-dependent immune response",5970,"RELA"
"bioplanet_49","4-1BB-dependent immune response",7186,"TRAF2"
"bioplanet_49","4-1BB-dependent immune response",8744,"TNFSF9"
"bioplanet_49","4-1BB-dependent immune response",11183,"MAP4K5"
"bioplanet_490","Signaling events mediated by PRL",183,"AGT"
"bioplanet_490","Signaling events mediated by PRL",387,"RHOA"
"bioplanet_490","Signaling events mediated by PRL",389,"RHOC"
"bioplanet_490","Signaling events mediated by PRL",890,"CCNA2"
"bioplanet_490","Signaling events mediated by PRL",898,"CCNE1"
"bioplanet_490","Signaling events mediated by PRL",1017,"CDK2"
"bioplanet_490","Signaling events mediated by PRL",1026,"CDKN1A"
"bioplanet_490","Signaling events mediated by PRL",1958,"EGR1"
"bioplanet_490","Signaling events mediated by PRL",3672,"ITGA1"
"bioplanet_490","Signaling events mediated by PRL",3688,"ITGB1"
"bioplanet_490","Signaling events mediated by PRL",5594,"MAPK1"
"bioplanet_490","Signaling events mediated by PRL",5595,"MAPK3"
"bioplanet_490","Signaling events mediated by PRL",5875,"RABGGTA"
"bioplanet_490","Signaling events mediated by PRL",5876,"RABGGTB"
"bioplanet_490","Signaling events mediated by PRL",5879,"RAC1"
"bioplanet_490","Signaling events mediated by PRL",6093,"ROCK1"
"bioplanet_490","Signaling events mediated by PRL",6714,"SRC"
"bioplanet_490","Signaling events mediated by PRL",7803,"PTP4A1"
"bioplanet_490","Signaling events mediated by PRL",8073,"PTP4A2"
"bioplanet_490","Signaling events mediated by PRL",9564,"BCAR1"
"bioplanet_490","Signaling events mediated by PRL",10376,"TUBA1B"
"bioplanet_490","Signaling events mediated by PRL",11156,"PTP4A3"
"bioplanet_490","Signaling events mediated by PRL",22809,"ATF5"
"bioplanet_491","Signaling events mediated by HDAC class II",156,"ADRBK1"
"bioplanet_491","Signaling events mediated by HDAC class II",604,"BCL6"
"bioplanet_491","Signaling events mediated by HDAC class II",814,"CAMK4"
"bioplanet_491","Signaling events mediated by HDAC class II",2099,"ESR1"
"bioplanet_491","Signaling events mediated by HDAC class II",2623,"GATA1"
"bioplanet_491","Signaling events mediated by HDAC class II",2624,"GATA2"
"bioplanet_491","Signaling events mediated by HDAC class II",2782,"GNB1"
"bioplanet_491","Signaling events mediated by HDAC class II",2908,"NR3C1"
"bioplanet_491","Signaling events mediated by HDAC class II",3320,"HSP90AA1"
"bioplanet_491","Signaling events mediated by HDAC class II",4208,"MEF2C"
"bioplanet_491","Signaling events mediated by HDAC class II",5901,"RAN"
"bioplanet_491","Signaling events mediated by HDAC class II",5903,"RANBP2"
"bioplanet_491","Signaling events mediated by HDAC class II",5905,"RANGAP1"
"bioplanet_491","Signaling events mediated by HDAC class II",6722,"SRF"
"bioplanet_491","Signaling events mediated by HDAC class II",7280,"TUBB2A"
"bioplanet_491","Signaling events mediated by HDAC class II",7329,"UBE2I"
"bioplanet_491","Signaling events mediated by HDAC class II",7341,"SUMO1"
"bioplanet_491","Signaling events mediated by HDAC class II",7514,"XPO1"
"bioplanet_491","Signaling events mediated by HDAC class II",7529,"YWHAB"
"bioplanet_491","Signaling events mediated by HDAC class II",7531,"YWHAE"
"bioplanet_491","Signaling events mediated by HDAC class II",8021,"NUP214"
"bioplanet_491","Signaling events mediated by HDAC class II",8625,"RFXANK"
"bioplanet_491","Signaling events mediated by HDAC class II",8841,"HDAC3"
"bioplanet_491","Signaling events mediated by HDAC class II",9612,"NCOR2"
"bioplanet_491","Signaling events mediated by HDAC class II",9734,"HDAC9"
"bioplanet_491","Signaling events mediated by HDAC class II",9759,"HDAC4"
"bioplanet_491","Signaling events mediated by HDAC class II",9972,"NUP153"
"bioplanet_491","Signaling events mediated by HDAC class II",10013,"HDAC6"
"bioplanet_491","Signaling events mediated by HDAC class II",10014,"HDAC5"
"bioplanet_491","Signaling events mediated by HDAC class II",10376,"TUBA1B"
"bioplanet_491","Signaling events mediated by HDAC class II",23225,"NUP210"
"bioplanet_491","Signaling events mediated by HDAC class II",23636,"NUP62"
"bioplanet_491","Signaling events mediated by HDAC class II",51564,"HDAC7"
"bioplanet_491","Signaling events mediated by HDAC class II",54331,"GNG2"
"bioplanet_491","Signaling events mediated by HDAC class II",54880,"BCOR"
"bioplanet_491","Signaling events mediated by HDAC class II",57763,"ANKRA2"
"bioplanet_491","Signaling events mediated by HDAC class II",79885,"HDAC11"
"bioplanet_491","Signaling events mediated by HDAC class II",83933,"HDAC10"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",207,"AKT1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",208,"AKT2"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",324,"APC"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",382,"ARF6"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",387,"RHOA"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",572,"BAD"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",867,"CBL"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",998,"CDC42"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",999,"CDH1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",1398,"CRK"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",1399,"CRKL"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",1495,"CTNNA1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",1499,"CTNNB1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",1958,"EGR1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",1977,"EIF4E"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",1978,"EIF4EBP1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",2060,"EPS15"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",2113,"ETS1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",2151,"F2RL2"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",2475,"MTOR"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",2549,"GAB1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",2885,"GRB2"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",2889,"RAPGEF1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",3082,"HGF"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",3265,"HRAS"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",3636,"INPPL1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",3725,"JUN"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",3837,"KPNB1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",4214,"MAP3K1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",4233,"MET"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",4690,"NCK1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5058,"PAK1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5062,"PAK2"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5170,"PDPK1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5290,"PIK3CA"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5295,"PIK3R1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5335,"PLCG1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5584,"PRKCI"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5590,"PRKCZ"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5594,"MAPK1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5595,"MAPK3"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5599,"MAPK8"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5604,"MAP2K1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5605,"MAP2K2"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5747,"PTK2"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5770,"PTPN1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5771,"PTPN2"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5781,"PTPN11"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5795,"PTPRJ"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5829,"PXN"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5868,"RAB5A"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5879,"RAC1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5894,"RAF1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5906,"RAP1A"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",5908,"RAP1B"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",6416,"MAP2K4"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",6456,"SH3GL2"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",6464,"SHC1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",6615,"SNAI1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",6654,"SOS1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",6714,"SRC"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",8440,"NCK2"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",8650,"NUMB"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",8976,"WASL"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",9146,"HGS"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",9564,"BCAR1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",9846,"GAB2"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",10048,"RANBP9"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",10298,"PAK4"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",30011,"SH3KBP1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",50649,"ARHGEF4"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",50855,"PARD6A"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",54453,"RIN2"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",57521,"RPTOR"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",57610,"RANBP10"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",64223,"MLST8"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",64798,"DEPTOR"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",84335,"AKT1S1"
"bioplanet_492","Signaling events mediated by hepatocyte growth factor receptor (c-Met)",200958,"MUC20"
"bioplanet_493","Signaling events mediated by PTP1B",207,"AKT1"
"bioplanet_493","Signaling events mediated by PTP1B",387,"RHOA"
"bioplanet_493","Signaling events mediated by PTP1B",640,"BLK"
"bioplanet_493","Signaling events mediated by PTP1B",823,"CAPN1"
"bioplanet_493","Signaling events mediated by PTP1B",857,"CAV1"
"bioplanet_493","Signaling events mediated by PTP1B",1000,"CDH2"
"bioplanet_493","Signaling events mediated by PTP1B",1398,"CRK"
"bioplanet_493","Signaling events mediated by PTP1B",1435,"CSF1"
"bioplanet_493","Signaling events mediated by PTP1B",1436,"CSF1R"
"bioplanet_493","Signaling events mediated by PTP1B",1445,"CSK"
"bioplanet_493","Signaling events mediated by PTP1B",1447,"CSN2"
"bioplanet_493","Signaling events mediated by PTP1B",1796,"DOK1"
"bioplanet_493","Signaling events mediated by PTP1B",1950,"EGF"
"bioplanet_493","Signaling events mediated by PTP1B",1956,"EGFR"
"bioplanet_493","Signaling events mediated by PTP1B",2212,"FCGR2A"
"bioplanet_493","Signaling events mediated by PTP1B",2241,"FER"
"bioplanet_493","Signaling events mediated by PTP1B",2268,"FGR"
"bioplanet_493","Signaling events mediated by PTP1B",2534,"FYN"
"bioplanet_493","Signaling events mediated by PTP1B",2885,"GRB2"
"bioplanet_493","Signaling events mediated by PTP1B",3055,"HCK"
"bioplanet_493","Signaling events mediated by PTP1B",3630,"INS"
"bioplanet_493","Signaling events mediated by PTP1B",3643,"INSR"
"bioplanet_493","Signaling events mediated by PTP1B",3667,"IRS1"
"bioplanet_493","Signaling events mediated by PTP1B",3674,"ITGA2B"
"bioplanet_493","Signaling events mediated by PTP1B",3690,"ITGB3"
"bioplanet_493","Signaling events mediated by PTP1B",3717,"JAK2"
"bioplanet_493","Signaling events mediated by PTP1B",3932,"LCK"
"bioplanet_493","Signaling events mediated by PTP1B",3952,"LEP"
"bioplanet_493","Signaling events mediated by PTP1B",3953,"LEPR"
"bioplanet_493","Signaling events mediated by PTP1B",4067,"LYN"
"bioplanet_493","Signaling events mediated by PTP1B",4904,"YBX1"
"bioplanet_493","Signaling events mediated by PTP1B",5155,"PDGFB"
"bioplanet_493","Signaling events mediated by PTP1B",5159,"PDGFRB"
"bioplanet_493","Signaling events mediated by PTP1B",5290,"PIK3CA"
"bioplanet_493","Signaling events mediated by PTP1B",5295,"PIK3R1"
"bioplanet_493","Signaling events mediated by PTP1B",5617,"PRL"
"bioplanet_493","Signaling events mediated by PTP1B",5618,"PRLR"
"bioplanet_493","Signaling events mediated by PTP1B",5770,"PTPN1"
"bioplanet_493","Signaling events mediated by PTP1B",6464,"SHC1"
"bioplanet_493","Signaling events mediated by PTP1B",6714,"SRC"
"bioplanet_493","Signaling events mediated by PTP1B",6774,"STAT3"
"bioplanet_493","Signaling events mediated by PTP1B",6776,"STAT5A"
"bioplanet_493","Signaling events mediated by PTP1B",6777,"STAT5B"
"bioplanet_493","Signaling events mediated by PTP1B",7295,"TXN"
"bioplanet_493","Signaling events mediated by PTP1B",7297,"TYK2"
"bioplanet_493","Signaling events mediated by PTP1B",7525,"YES1"
"bioplanet_493","Signaling events mediated by PTP1B",9021,"SOCS3"
"bioplanet_493","Signaling events mediated by PTP1B",9564,"BCAR1"
"bioplanet_493","Signaling events mediated by PTP1B",10253,"SPRY2"
"bioplanet_493","Signaling events mediated by PTP1B",27040,"LAT"
"bioplanet_493","Signaling events mediated by PTP1B",50507,"NOX4"
"bioplanet_493","Signaling events mediated by PTP1B",55503,"TRPV6"
"bioplanet_494","Signaling by aurora kinases",3619,"INCENP"
"bioplanet_494","Signaling by aurora kinases",6790,"AURKA"
"bioplanet_494","Signaling by aurora kinases",6795,"AURKC"
"bioplanet_494","Signaling by aurora kinases",9212,"AURKB"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",387,"RHOA"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",1385,"CREB1"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",1398,"CRK"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",1796,"DOK1"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",2549,"GAB1"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",2668,"GDNF"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",2674,"GFRA1"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",2885,"GRB2"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",2886,"GRB7"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",2887,"GRB10"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",3265,"HRAS"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",3667,"IRS1"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",3725,"JUN"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",4690,"NCK1"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",5290,"PIK3CA"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",5295,"PIK3R1"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",5566,"PRKACA"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",5578,"PRKCA"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",5594,"MAPK1"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",5595,"MAPK3"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",5599,"MAPK8"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",5747,"PTK2"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",5781,"PTPN11"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",5829,"PXN"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",5879,"RAC1"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",5906,"RAP1A"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",5921,"RASA1"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",5979,"RET"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",6464,"SHC1"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",6654,"SOS1"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",6714,"SRC"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",8660,"IRS2"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",9260,"PDLIM7"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",9564,"BCAR1"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",10818,"FRS2"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",55715,"DOK4"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",55816,"DOK5"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",85358,"SHANK3"
"bioplanet_495","Signaling events regulated by Ret tyrosine kinase",220164,"DOK6"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",545,"ATR"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",1387,"CREBBP"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",1435,"CSF1"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",1436,"CSF1R"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",1950,"EGF"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",1956,"EGFR"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",2549,"GAB1"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",2885,"GRB2"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",3082,"HGF"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",3630,"INS"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",3643,"INSR"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",3672,"ITGA1"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",3688,"ITGB1"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",3716,"JAK1"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",3718,"JAK3"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",3791,"KDR"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",3837,"KPNB1"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",3838,"KPNA2"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",3998,"LMAN1"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",4233,"MET"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",5155,"PDGFB"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",5159,"PDGFRB"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",5290,"PIK3CA"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",5291,"PIK3CB"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",5293,"PIK3CD"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",5295,"PIK3R1"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",5296,"PIK3R2"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",5610,"EIF2AK2"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",5770,"PTPN1"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",5771,"PTPN2"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",5867,"RAB4A"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",6464,"SHC1"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",6654,"SOS1"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",6714,"SRC"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",6772,"STAT1"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",6774,"STAT3"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",6776,"STAT5A"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",6777,"STAT5B"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",6778,"STAT6"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",7422,"VEGFA"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",8503,"PIK3R3"
"bioplanet_496","Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP)",8554,"PIAS1"
"bioplanet_497","Signaling events mediated by HDAC class I",1107,"CHD3"
"bioplanet_497","Signaling events mediated by HDAC class I",1108,"CHD4"
"bioplanet_497","Signaling events mediated by HDAC class I",1387,"CREBBP"
"bioplanet_497","Signaling events mediated by HDAC class I",2033,"EP300"
"bioplanet_497","Signaling events mediated by HDAC class I",2287,"FKBP3"
"bioplanet_497","Signaling events mediated by HDAC class I",2623,"GATA1"
"bioplanet_497","Signaling events mediated by HDAC class I",2624,"GATA2"
"bioplanet_497","Signaling events mediated by HDAC class I",3065,"HDAC1"
"bioplanet_497","Signaling events mediated by HDAC class I",3066,"HDAC2"
"bioplanet_497","Signaling events mediated by HDAC class I",4084,"MXD1"
"bioplanet_497","Signaling events mediated by HDAC class I",4092,"SMAD7"
"bioplanet_497","Signaling events mediated by HDAC class I",4149,"MAX"
"bioplanet_497","Signaling events mediated by HDAC class I",4790,"NFKB1"
"bioplanet_497","Signaling events mediated by HDAC class I",4792,"NFKBIA"
"bioplanet_497","Signaling events mediated by HDAC class I",5468,"PPARG"
"bioplanet_497","Signaling events mediated by HDAC class I",5566,"PRKACA"
"bioplanet_497","Signaling events mediated by HDAC class I",5901,"RAN"
"bioplanet_497","Signaling events mediated by HDAC class I",5903,"RANBP2"
"bioplanet_497","Signaling events mediated by HDAC class I",5905,"RANGAP1"
"bioplanet_497","Signaling events mediated by HDAC class I",5928,"RBBP4"
"bioplanet_497","Signaling events mediated by HDAC class I",5931,"RBBP7"
